UDI,Product ID,Air_Temperature_K,Process_Temperature_K,Rotation_Speed_RPM,Torque_Nm,Tool_Wear_min,Failure,TWF,HDF,PWF,OSF,RNF,Temp_Diff,Tool_Wear_rate,Machine_Type_H,Machine_Type_L,Machine_Type_M
1280,M16139,298.3,309.6,1531,40.1,81,0,0,0,0,0,0,11.300000000000011,0.05290656243856144,False,False,True
1281,H30694,298.3,309.5,1521,37.1,84,0,0,0,0,0,0,11.199999999999989,0.05522678814806828,True,False,False
1282,H30695,298.3,309.5,1427,54.3,89,0,0,0,0,0,0,11.199999999999989,0.06236856175994271,True,False,False
1283,L48462,298.3,309.4,1546,36.1,94,0,0,0,0,0,0,11.099999999999966,0.06080203052908763,False,True,False
1284,L48463,298.3,309.4,1356,45.4,96,0,0,0,0,0,0,11.099999999999966,0.07079640796725076,False,True,False
1285,L48464,298.4,309.5,2153,15.3,98,1,0,0,1,0,0,11.100000000000023,0.0455178608834831,False,True,False
1286,M16145,298.5,309.6,1492,41.7,100,0,0,0,0,0,0,11.100000000000023,0.06702408376401893,False,False,True
1287,L48466,298.5,309.6,1582,40.3,103,0,0,0,0,0,0,11.100000000000023,0.06510741775763733,False,True,False
1288,L48467,298.5,309.6,1419,41.5,105,0,0,0,0,0,0,11.100000000000023,0.07399571952380583,False,True,False
1289,M16148,298.5,309.6,1441,48.2,107,0,0,0,0,0,0,11.100000000000023,0.07425393875507373,False,False,True
1290,M16149,298.6,309.7,1635,32.2,110,0,0,0,0,0,0,11.099999999999966,0.0672782463129992,False,False,True
1291,L48470,298.6,309.7,1429,45.8,113,0,0,0,0,0,0,11.099999999999966,0.07907622178011073,False,True,False
1292,M16151,298.6,309.7,1675,28.4,115,0,0,0,0,0,0,11.099999999999966,0.0686566754288505,False,False,True
1293,M16152,298.7,309.7,1868,23.8,118,0,0,0,0,0,0,11.0,0.06316913106577567,False,False,True
1294,H30707,298.7,309.8,1582,33.4,121,0,0,0,0,0,0,11.100000000000023,0.07648541309392345,True,False,False
1295,L48474,298.8,309.9,1486,40.3,126,0,0,0,0,0,0,11.099999999999966,0.08479132921175693,False,True,False
1296,L48475,298.7,309.8,1402,54.3,128,0,0,0,0,0,0,11.100000000000023,0.09129808038653325,False,True,False
1297,L48476,298.7,309.9,1621,34.1,130,0,0,0,0,0,0,11.199999999999989,0.08019735953278252,False,True,False
1298,L48477,298.8,309.9,1428,42.4,132,0,0,0,0,0,0,11.099999999999966,0.09243691005818623,False,True,False
1299,M16158,298.7,309.8,1343,53.6,134,0,0,0,0,0,0,11.100000000000023,0.09977654521478391,False,False,True
1300,M16159,298.7,309.9,1458,40.2,137,0,0,0,0,0,0,11.199999999999989,0.09396427025770215,False,False,True
1301,L48480,298.7,309.8,1322,57.0,140,0,0,0,0,0,0,11.100000000000023,0.10590007117997642,False,True,False
1302,L48481,298.7,309.9,1483,32.8,142,0,0,0,0,0,0,11.199999999999989,0.09575178978301431,False,True,False
1303,L48482,298.6,309.8,1505,45.7,144,0,0,0,0,0,1,11.199999999999989,0.09568099954750861,False,True,False
1304,L48483,298.7,309.9,1593,42.5,146,0,0,0,0,0,0,11.199999999999989,0.09165091547337384,False,True,False
1305,L48484,298.8,310.0,2098,19.6,148,0,0,0,0,0,0,11.199999999999989,0.07054334101842658,False,True,False
1306,L48485,298.8,310.0,1672,30.4,150,0,0,0,0,0,0,11.199999999999989,0.08971286500426734,False,True,False
1307,L48486,298.8,310.0,1487,41.4,152,0,0,0,0,0,0,11.199999999999989,0.1022191646138772,False,True,False
1308,L48487,298.8,310.0,1423,42.1,154,0,0,0,0,0,0,11.199999999999989,0.10822199000562895,False,True,False
1309,L48488,298.9,310.1,1750,25.0,156,0,0,0,0,0,0,11.200000000000045,0.08914280620411075,False,True,False
1310,L48489,298.9,310.2,1654,31.1,158,0,0,0,0,0,0,11.300000000000011,0.09552593982712224,False,True,False
1311,L48490,298.9,310.2,1498,50.2,160,0,0,0,0,0,0,11.300000000000011,0.10680900747062252,False,True,False
1312,L48491,298.9,310.1,1587,30.2,162,0,0,0,0,0,0,11.200000000000045,0.10207933076286657,False,True,False
1313,L48492,298.9,310.1,1473,42.6,164,0,0,0,0,0,0,11.200000000000045,0.11133733106766391,False,True,False
1314,L48493,298.9,310.2,1359,56.9,166,0,0,0,0,0,0,11.300000000000011,0.12214854882373155,False,True,False
1315,M16174,299.0,310.3,1635,34.5,168,0,0,0,0,0,0,11.300000000000011,0.1027522307325806,False,False,True
1316,L48495,299.0,310.3,1520,45.0,171,0,0,0,0,0,0,11.300000000000011,0.1124999259868908,False,True,False
1317,L48496,299.0,310.3,1507,36.7,173,0,0,0,0,0,0,11.300000000000011,0.11479753497177507,False,True,False
1318,L48497,299.0,310.3,1428,46.3,175,0,0,0,0,0,0,11.300000000000011,0.12254893378926206,False,True,False
1319,M16178,299.0,310.3,1582,33.3,177,0,0,0,0,0,0,11.300000000000011,0.11188362080681365,False,False,True
1320,L48499,299.0,310.3,1929,24.4,180,0,0,0,0,0,0,11.300000000000011,0.09331254882708719,False,True,False
1321,M16180,299.0,310.3,1540,38.1,182,0,0,0,0,0,0,11.300000000000011,0.11818174144042763,False,False,True
1322,L48501,298.9,310.2,1362,53.0,185,0,0,0,0,0,0,11.300000000000011,0.13582956253336084,False,True,False
1323,H30736,298.9,310.1,1452,49.9,187,0,0,0,0,0,0,11.200000000000045,0.12878779009105365,True,False,False
1324,L48503,298.9,310.1,1361,51.7,192,0,0,0,0,0,0,11.200000000000045,0.14107263697822411,False,True,False
1325,M16184,298.8,310.1,1243,74.5,194,1,0,0,1,1,0,11.300000000000011,0.15607388891883434,False,False,True
1326,H30739,298.8,310.1,1567,36.8,197,0,0,0,0,0,0,11.300000000000011,0.12571785212645045,True,False,False
1327,L48506,298.9,310.2,1411,46.5,202,0,0,0,0,0,0,11.300000000000011,0.14316077734884666,False,True,False
1328,L48507,298.8,310.2,1814,26.8,204,0,0,0,0,0,0,11.399999999999977,0.11245859291147028,False,True,False
1329,M16188,298.8,310.1,1719,28.8,206,0,0,0,0,0,0,11.300000000000011,0.11983704488828105,False,False,True
1330,H30743,298.8,310.2,1663,30.4,209,0,0,0,0,0,0,11.399999999999977,0.125676412702097,True,False,False
1331,L48510,298.9,310.2,1696,30.2,214,0,0,0,0,0,0,11.300000000000011,0.12617917088492284,False,True,False
1332,H30745,298.9,310.2,1771,26.8,216,0,0,0,0,0,0,11.300000000000011,0.12196492266238133,True,False,False
1333,L48512,299.0,310.3,1868,24.0,221,0,0,0,0,0,0,11.300000000000011,0.118308287843529,False,True,False
1334,M16193,299.0,310.3,1558,35.4,223,0,0,0,0,0,0,11.300000000000011,0.1431321289267465,False,False,True
1335,L48514,299.0,310.4,1365,49.1,226,1,0,0,0,1,0,11.399999999999977,0.16556764427278808,False,True,False
1336,L48515,299.0,310.4,1371,53.8,228,1,0,0,0,1,0,11.399999999999977,0.16630184806575635,False,True,False
1337,L48516,298.9,310.3,1583,32.6,230,0,0,0,0,0,0,11.400000000000034,0.14529365426806426,False,True,False
1338,H30751,298.7,310.2,1613,36.0,0,0,0,0,0,0,0,11.5,0.0,True,False,False
1339,L48518,298.6,310.1,1721,27.2,5,0,0,0,0,0,0,11.5,0.00290528593533647,False,True,False
1340,M16199,298.6,310.2,1668,31.5,7,0,0,0,0,0,0,11.599999999999966,0.004196640169879994,False,False,True
1341,L48520,298.6,310.2,1569,36.3,10,0,0,0,0,0,0,11.599999999999966,0.0063734822348742925,False,True,False
1342,M16201,298.6,310.2,1328,50.5,12,0,0,0,0,0,0,11.599999999999966,0.00903613777399264,False,False,True
1343,M16202,298.6,310.1,1596,33.0,15,0,0,0,0,0,0,11.5,0.009398490351823089,False,False,True
1344,L48523,298.5,310.2,1676,32.7,18,0,0,0,0,0,0,11.699999999999989,0.010739850393884013,False,True,False
1345,L48524,298.5,310.1,1809,28.9,20,0,0,0,0,0,0,11.600000000000023,0.01105582583978671,False,True,False
1346,L48525,298.5,310.0,1804,26.1,22,0,0,0,0,0,0,11.5,0.012195115191177832,False,True,False
1347,L48526,298.6,310.1,1533,33.9,24,0,0,0,0,0,0,11.5,0.015655567087040387,False,True,False
1348,L48527,298.7,310.2,1717,27.3,26,0,0,0,0,0,0,11.5,0.015142681920394922,False,True,False
1349,L48528,298.7,310.2,1363,45.5,28,0,0,0,0,0,0,11.5,0.02054290495751654,False,True,False
1350,L48529,298.7,310.2,1402,45.9,30,0,0,0,0,0,0,11.5,0.02139798759059373,False,True,False
1351,L48530,298.7,310.2,1436,47.5,32,0,0,0,0,0,0,11.5,0.0222841070444937,False,True,False
1352,L48531,298.7,310.2,1525,43.7,34,0,0,0,0,0,0,11.5,0.02229506734749682,False,True,False
1353,M16212,298.7,310.2,1598,33.3,36,0,0,0,0,0,0,11.5,0.022528146102536856,False,False,True
1354,M16213,298.6,310.1,1444,48.1,39,0,0,0,0,0,0,11.5,0.02700829154550447,False,False,True
1355,L48534,298.6,310.0,1334,48.0,42,0,0,0,0,0,0,11.399999999999977,0.03148423426968945,False,True,False
1356,M16215,298.6,310.0,1681,35.5,44,0,0,0,0,0,0,11.399999999999977,0.026174880324282973,False,False,True
1357,L48536,298.6,309.9,1593,37.4,47,0,0,0,0,0,0,11.299999999999955,0.02950406183046966,False,True,False
1358,L48537,298.6,309.9,1461,45.7,49,0,0,0,0,0,0,11.299999999999955,0.03353864918641397,False,True,False
1359,M16218,298.7,310.1,1693,31.9,51,0,0,0,0,0,0,11.400000000000034,0.030124022372107283,False,False,True
1360,L48539,298.7,310.2,1404,50.3,54,0,0,0,0,0,0,11.5,0.03846151106729981,False,True,False
1361,H30774,298.8,310.2,1707,27.6,56,0,0,0,0,0,0,11.399999999999977,0.03280607334149189,True,False,False
1362,M16221,298.6,310.1,1458,41.9,61,0,0,0,0,0,0,11.5,0.04183810573518125,False,False,True
1363,L48542,298.6,310.0,1517,41.2,64,0,0,0,0,0,0,11.399999999999977,0.04218850218292539,False,True,False
1364,L48543,298.7,310.1,1433,54.6,66,0,0,0,0,0,0,11.400000000000034,0.046057190469511185,False,True,False
1365,L48544,298.7,310.2,1566,33.1,68,0,0,0,0,0,0,11.5,0.04342270534948573,False,True,False
1366,L48545,298.7,310.1,1676,33.5,70,0,0,0,0,0,0,11.400000000000034,0.0417660848651045,False,True,False
1367,M16226,298.7,310.1,1368,56.8,72,0,0,0,0,0,0,11.400000000000034,0.05263154047402012,False,False,True
1368,M16227,298.8,310.2,1581,37.5,75,0,0,0,0,0,0,11.399999999999977,0.047438300165528045,False,False,True
1369,H30782,298.8,310.3,1708,27.1,78,0,0,0,0,0,0,11.5,0.045667420569425896,True,False,False
1370,M16229,298.7,310.3,1481,41.5,83,0,0,0,0,0,0,11.600000000000023,0.05604317620312208,False,False,True
1371,L48550,298.7,310.3,1451,40.0,86,0,0,0,0,0,0,11.600000000000023,0.05926942848419815,False,True,False
1372,M16231,298.7,310.3,1495,38.7,88,0,0,0,0,0,0,11.600000000000023,0.058862836881045565,False,False,True
1373,M16232,298.8,310.3,1573,41.8,91,0,0,0,0,0,0,11.5,0.05785120289179727,False,False,True
1374,M16233,298.8,310.3,1366,59.0,94,0,0,0,0,0,0,11.5,0.06881400526061109,False,False,True
1375,L48554,298.8,310.3,1553,36.8,97,0,0,0,0,0,0,11.5,0.06245971509355113,False,True,False
1376,M16235,298.8,310.3,1528,37.1,99,0,0,0,0,0,0,11.5,0.06479053351404875,False,False,True
1377,M16236,298.8,310.2,1527,31.2,102,0,0,0,0,0,0,11.399999999999977,0.06679759869181487,False,False,True
1378,L48557,298.8,310.2,1461,46.7,105,0,0,0,0,0,0,11.399999999999977,0.07186853397088709,False,True,False
1379,H30792,298.8,310.2,1455,44.9,107,0,0,0,0,0,0,11.399999999999977,0.07353946835775371,True,False,False
1380,L48559,298.7,310.1,1620,34.8,112,0,0,0,0,0,0,11.400000000000034,0.06913575979274086,False,True,False
1381,L48560,298.7,310.1,1786,27.7,114,0,0,0,0,0,0,11.400000000000034,0.06382975149509995,False,True,False
1382,M16241,298.8,310.2,1583,35.7,116,0,0,0,0,0,0,11.399999999999977,0.07327853867432807,False,False,True
1383,L48562,298.8,310.1,1653,30.3,119,0,0,0,0,0,0,11.300000000000011,0.07199027707787231,False,True,False
1384,M16243,298.9,310.2,1331,49.0,121,0,0,0,0,0,0,11.300000000000011,0.0909090226077967,False,False,True
1385,L48564,298.9,310.3,1484,43.8,124,0,0,0,0,0,0,11.400000000000034,0.0835578951766205,False,True,False
1386,M16245,298.9,310.2,1603,36.1,126,0,0,0,0,0,0,11.300000000000011,0.07860257105266934,False,False,True
1387,L48566,298.9,310.2,1445,40.0,129,0,0,0,0,0,0,11.300000000000011,0.08927329462055736,False,True,False
1388,L48567,298.9,310.1,1823,26.1,131,0,0,0,0,0,0,11.200000000000045,0.07185953271556077,False,True,False
1389,H30802,298.9,310.1,1491,45.3,133,0,0,0,0,0,0,11.200000000000045,0.08920181810743252,True,False,False
1390,L48569,298.9,310.2,1533,42.8,138,0,0,0,0,0,0,11.300000000000011,0.09001951075048223,False,True,False
1391,L48570,298.9,310.2,1409,54.8,140,0,0,0,0,0,0,11.300000000000011,0.09936117859391158,False,True,False
1392,L48571,298.9,310.2,2737,8.8,142,1,0,0,1,0,0,11.300000000000011,0.05188160325845697,False,True,False
1393,M16252,299.0,310.3,1494,46.6,144,0,0,0,0,0,0,11.300000000000011,0.09638547765362941,False,False,True
1394,L48573,299.1,310.4,1594,33.3,147,0,0,0,0,0,0,11.299999999999955,0.09222077025045781,False,True,False
1395,L48574,299.1,310.4,1527,44.0,149,0,0,0,0,0,0,11.299999999999955,0.09757688436353348,False,True,False
1396,L48575,299.1,310.4,1452,39.7,151,0,0,0,0,0,0,11.299999999999955,0.10399441873662621,False,True,False
1397,L48576,299.0,310.3,1483,39.2,153,0,0,0,0,0,0,11.300000000000011,0.10316918194930415,False,True,False
1398,L48577,299.1,310.2,1569,38.2,155,0,0,0,0,0,0,11.099999999999966,0.09878897464055154,False,True,False
1399,L48578,299.1,310.3,1472,46.6,157,0,0,0,0,0,0,11.199999999999989,0.1066575362380868,False,True,False
1400,L48579,299.0,310.2,1533,43.5,159,0,0,0,0,0,0,11.199999999999989,0.10371813195164256,False,True,False
1401,H30814,298.9,310.1,1366,62.7,161,0,0,0,0,0,0,11.200000000000045,0.11786228560594027,True,False,False
1402,H30815,298.9,310.2,1532,37.7,166,0,0,0,0,0,0,11.300000000000011,0.10835502065599174,True,False,False
1403,M16262,298.9,310.1,1313,56.8,171,0,0,0,0,0,0,11.200000000000045,0.13023600134348717,False,False,True
1404,L48583,299.0,310.2,1372,48.0,174,0,0,0,0,0,0,11.199999999999989,0.1268220649984949,False,True,False
1405,M16264,298.9,310.1,1555,40.6,176,0,0,0,0,0,0,11.200000000000045,0.11318320695613701,False,False,True
1406,L48585,298.9,310.1,1394,42.7,179,0,0,0,0,0,0,11.200000000000045,0.12840736843086914,False,True,False
1407,L48586,298.9,310.1,1442,48.0,181,0,0,0,0,0,0,11.200000000000045,0.1255200239112178,False,True,False
1408,L48587,298.9,310.0,1564,33.8,183,0,0,0,0,0,0,11.100000000000023,0.11700759782122902,False,True,False
1409,L48588,298.9,310.0,1452,48.9,185,0,0,0,0,0,0,11.100000000000023,0.12741038057136325,False,True,False
1410,L48589,298.9,310.1,1466,42.5,187,0,0,0,0,0,0,11.200000000000045,0.12755789388956762,False,True,False
1411,M16270,298.9,310.1,1469,53.2,189,0,0,0,0,0,0,11.200000000000045,0.12865886408518443,False,False,True
1412,L48591,298.9,310.1,1944,23.4,192,0,0,0,0,0,0,11.200000000000045,0.09876538129352815,False,True,False
1413,M16272,298.8,309.9,1415,53.2,194,0,0,0,0,0,0,11.099999999999966,0.13710237660609428,False,False,True
1414,M16273,298.7,309.8,1528,36.7,197,0,0,0,0,0,0,11.100000000000023,0.12892661719462226,False,False,True
1415,M16274,298.7,309.8,1570,42.1,200,0,0,0,0,0,0,11.100000000000023,0.12738845389270453,False,False,True
1416,L48595,298.7,309.9,1617,33.0,203,0,0,0,0,0,0,11.199999999999989,0.12554104790287698,False,True,False
1417,M16276,298.7,309.9,2083,18.2,205,0,0,0,0,0,0,11.199999999999989,0.09841569927234792,False,False,True
1418,L48597,298.7,309.9,1541,38.5,208,0,0,0,0,0,0,11.199999999999989,0.1349771998850098,False,True,False
1419,L48598,298.8,309.9,1320,47.4,210,0,0,0,0,0,0,11.099999999999966,0.15909078856758443,False,True,False
1420,L48599,298.7,309.8,1354,53.3,212,1,0,0,0,1,0,11.100000000000023,0.15657300105391356,False,True,False
1421,M16280,298.8,309.9,1495,35.2,214,0,0,0,0,0,0,11.099999999999966,0.14314371696072445,False,False,True
1422,L48601,298.7,309.8,1589,31.8,217,0,0,0,0,0,0,11.100000000000023,0.1365637907087535,False,True,False
1423,L48602,298.7,309.8,1530,35.5,0,0,0,0,0,0,0,11.100000000000023,0.0,False,True,False
1424,L48603,298.7,309.8,1539,33.4,2,0,0,0,0,0,0,11.100000000000023,0.0012995443147860203,False,True,False
1425,L48604,298.7,309.7,1462,46.8,4,0,0,0,0,0,0,11.0,0.0027359762407823253,False,True,False
1426,L48605,298.6,309.7,1356,54.0,6,0,0,0,0,0,0,11.099999999999966,0.004424775497953172,False,True,False
1427,M16286,298.7,309.7,1622,34.6,8,0,0,0,0,0,0,11.0,0.0049321794499510175,False,False,True
1428,L48607,298.7,309.8,1394,40.3,11,0,0,0,0,0,0,11.100000000000023,0.007890955601896985,False,True,False
1429,L48608,298.8,309.9,1568,33.7,13,0,0,0,0,0,0,11.099999999999966,0.008290811039023573,False,True,False
1430,M16289,298.9,310.0,1456,43.8,15,0,0,0,0,0,0,11.100000000000023,0.010302190726517358,False,False,True
1431,L48610,298.9,310.0,1378,49.3,18,0,0,0,0,0,0,11.100000000000023,0.01306239980957924,False,True,False
1432,M16291,298.9,309.9,1404,41.4,20,0,0,0,0,0,0,11.0,0.01424500409899993,False,False,True
1433,L48612,298.8,309.8,1437,42.8,23,0,0,0,0,0,0,11.0,0.01600555601561864,False,True,False
1434,L48613,298.8,309.8,1363,44.0,25,0,0,0,0,0,0,11.0,0.01834187942635405,False,True,False
1435,M16294,298.8,309.8,1377,49.6,27,0,0,0,0,0,0,11.0,0.019607828897727744,False,False,True
1436,H30849,298.8,309.9,1526,42.1,30,0,0,0,0,0,0,11.099999999999966,0.019659226959877485,True,False,False
1437,H30850,298.8,309.8,1510,44.2,35,0,0,0,0,0,0,11.0,0.023178792596826096,True,False,False
1438,H30851,298.8,309.9,1439,45.2,40,1,0,0,0,0,0,11.099999999999966,0.027797061989533016,True,False,False
1439,L48618,298.8,309.9,1482,39.1,45,0,0,0,0,0,0,11.099999999999966,0.03036435198086911,False,True,False
1440,M16299,298.8,309.8,1534,37.0,47,0,0,0,0,0,0,11.0,0.03063883269958755,False,False,True
1441,M16300,298.8,309.9,1741,27.7,50,0,0,0,0,0,0,11.099999999999966,0.028719110442785502,False,False,True
1442,L48621,298.8,309.9,1550,38.8,53,0,0,0,0,0,0,11.099999999999966,0.034193526326757206,False,True,False
1443,M16302,298.8,310.0,1486,38.5,55,0,0,0,0,0,0,11.199999999999989,0.03701208814798913,False,False,True
1444,L48623,298.9,310.1,1602,38.2,58,0,0,0,0,0,0,11.200000000000045,0.03620472147021132,False,True,False
1445,L48624,299.0,310.2,1477,37.9,60,0,0,0,0,0,0,11.199999999999989,0.040622856721153205,False,True,False
1446,L48625,299.0,310.1,1618,29.2,62,0,0,0,0,0,0,11.100000000000023,0.03831888855445701,False,True,False
1447,M16306,299.0,310.2,1628,35.8,64,0,0,0,0,0,0,11.199999999999989,0.03931201516460985,False,False,True
1448,M16307,299.0,310.3,1662,33.6,67,0,0,0,0,0,0,11.300000000000011,0.04031285179732142,False,False,True
1449,M16308,299.0,310.3,1657,31.0,70,0,0,0,0,0,0,11.300000000000011,0.04224499562764295,False,False,True
1450,H30863,299.0,310.4,1677,30.8,73,0,0,0,0,0,0,11.399999999999977,0.04353008734043689,True,False,False
1451,M16310,299.0,310.3,1447,39.9,78,0,0,0,0,0,0,11.300000000000011,0.0539045930168673,False,False,True
1452,L48631,298.9,310.4,1831,25.4,81,0,0,0,0,0,0,11.5,0.04423809708460017,False,True,False
1453,L48632,299.0,310.3,1584,34.4,83,0,0,0,0,0,0,11.300000000000011,0.052398956818840395,False,True,False
1454,L48633,299.1,310.4,1450,40.9,85,0,0,0,0,0,0,11.299999999999955,0.058620649227138465,False,True,False
1455,L48634,299.1,310.4,1428,46.9,87,0,0,0,0,0,0,11.299999999999955,0.06092432708380456,False,True,False
1456,L48635,299.0,310.4,1382,53.0,89,0,0,0,0,0,0,11.399999999999977,0.06439937453011974,False,True,False
1457,L48636,299.0,310.3,1501,43.0,91,0,0,0,0,0,0,11.300000000000011,0.06062620877667636,False,True,False
1458,L48637,299.0,310.3,1475,42.4,93,0,0,0,0,0,0,11.300000000000011,0.06305080471131884,False,True,False
1459,L48638,298.9,310.3,1364,54.0,95,0,0,0,0,0,0,11.400000000000034,0.06964804278002729,False,True,False
1460,L48639,299.0,310.3,1472,36.1,97,0,0,0,0,0,0,11.300000000000011,0.06589669436365872,False,True,False
1461,L48640,299.0,310.3,1437,47.8,99,0,0,0,0,0,0,11.300000000000011,0.0688934802411411,False,True,False
1462,L48641,298.9,310.2,1491,45.1,101,0,0,0,0,0,0,11.300000000000011,0.06773972653271192,False,True,False
1463,L48642,298.9,310.2,1706,27.6,103,0,0,0,0,0,0,11.300000000000011,0.06037511115175196,False,True,False
1464,L48643,298.8,310.1,1607,39.5,105,0,0,0,0,0,0,11.300000000000011,0.0653391005979461,False,True,False
1465,L48644,298.8,310.0,1412,46.3,107,0,0,0,0,0,0,11.199999999999989,0.07577898315936037,False,True,False
1466,L48645,298.7,309.8,1546,40.9,109,0,0,0,0,0,0,11.100000000000023,0.07050448220926119,False,True,False
1467,L48646,298.7,309.8,1365,50.5,111,0,0,0,0,0,0,11.100000000000023,0.08131862174459946,False,True,False
1468,L48647,298.6,309.8,1544,30.2,113,0,0,0,0,0,0,11.199999999999989,0.07318648109683867,False,True,False
1469,M16328,298.6,309.8,1419,44.9,115,0,0,0,0,0,0,11.199999999999989,0.08104293090702544,False,False,True
1470,L48649,298.6,309.8,1497,41.6,118,0,0,0,0,0,0,11.199999999999989,0.07882426264244313,False,True,False
1471,L48650,298.5,309.7,1437,42.6,120,0,0,0,0,0,0,11.199999999999989,0.08350724877714073,False,True,False
1472,L48651,298.5,309.6,1421,53.6,122,0,0,0,0,0,0,11.100000000000023,0.08585497124914057,False,True,False
1473,M16332,298.5,309.6,1438,44.5,124,0,0,0,0,0,0,11.100000000000023,0.08623081625117089,False,False,True
1474,M16333,298.5,309.5,1315,48.9,127,0,0,0,0,0,0,11.0,0.09657787332481116,False,False,True
1475,M16334,298.5,309.5,1366,61.9,130,0,0,0,0,0,0,11.0,0.09516830514765362,False,False,True
1476,M16335,298.4,309.5,1519,35.4,133,0,0,0,0,0,0,11.100000000000023,0.08755754604506515,False,False,True
1477,L48656,298.4,309.5,1692,28.3,136,0,0,0,0,0,0,11.100000000000023,0.08037820308616839,False,True,False
1478,L48657,298.3,309.4,1570,35.6,138,0,0,0,0,0,0,11.099999999999966,0.08789803318596613,False,True,False
1479,L48658,298.3,309.4,1568,35.8,140,0,0,0,0,0,0,11.099999999999966,0.08928565734333077,False,True,False
1480,L48659,298.2,309.3,1355,43.8,142,0,0,0,0,0,0,11.100000000000023,0.10479697062954198,False,True,False
1481,M16340,298.2,309.3,2056,18.7,144,0,0,0,0,0,0,11.100000000000023,0.07003887644023518,False,False,True
1482,M16341,298.2,309.2,1332,60.2,147,0,0,0,0,0,0,11.0,0.11036027750729917,False,False,True
1483,M16342,298.1,309.1,1448,52.5,150,0,0,0,0,0,0,11.0,0.10359108868018738,False,False,True
1484,L48663,298.0,308.9,1578,35.6,153,0,0,0,0,0,0,10.899999999999977,0.09695811346127158,False,True,False
1485,M16344,298.0,309.0,1562,39.2,155,0,0,0,0,0,0,11.0,0.09923169063272047,False,False,True
1486,M16345,298.1,309.0,1976,19.3,158,0,0,0,0,0,0,10.899999999999977,0.07995947370471979,False,False,True
1487,M16346,298.2,309.2,1524,34.6,161,0,0,0,0,0,0,11.0,0.10564297529988498,False,False,True
1488,L48667,298.2,309.1,1429,48.5,164,0,0,0,0,0,0,10.900000000000034,0.11476549001715185,False,True,False
1489,L48668,298.2,309.1,1568,36.3,166,0,0,0,0,0,0,10.900000000000034,0.10586727942137793,False,True,False
1490,M16349,298.2,309.0,1723,26.6,168,0,0,0,0,0,0,10.800000000000011,0.09750429628305497,False,False,True
1491,L48670,298.2,309.0,1341,43.8,171,0,0,0,0,0,0,10.800000000000011,0.12751668343274913,False,True,False
1492,M16351,298.1,308.9,1353,46.2,173,0,0,0,0,0,0,10.799999999999955,0.12786391140878683,False,False,True
1493,M16352,298.0,308.7,1479,58.5,176,1,0,0,1,0,0,10.699999999999989,0.11899924340821946,False,False,True
1494,L48673,298.0,308.8,1496,44.9,179,0,0,0,0,0,0,10.800000000000011,0.11965232643561068,False,True,False
1495,M16354,298.0,308.7,1377,48.5,181,0,0,0,0,0,0,10.699999999999989,0.131445075203286,False,False,True
1496,H30909,297.9,308.5,1383,44.6,184,0,0,0,0,0,0,10.600000000000023,0.13304401081416428,True,False,False
1497,L48676,298.0,308.7,1268,69.4,189,1,0,0,1,1,0,10.699999999999989,0.14905351021016544,False,True,False
1498,L48677,298.0,308.7,1629,34.3,191,0,0,0,0,0,0,10.699999999999989,0.11724977455508008,False,True,False
1499,L48678,298.0,308.8,1790,27.2,193,0,0,0,0,0,0,10.800000000000011,0.10782116881498949,False,True,False
1500,M16359,298.1,308.8,2206,16.3,195,0,0,0,0,0,0,10.699999999999989,0.0883952455143946,False,False,True
1501,M16360,298.0,308.7,2101,17.4,198,0,0,0,0,0,0,10.699999999999989,0.09424079284112667,False,False,True
1502,M16361,298.0,308.7,1436,48.2,201,0,0,0,0,0,0,10.699999999999989,0.13997204737322608,False,False,True
1503,L48682,298.0,308.7,1462,48.2,204,0,0,0,0,0,0,10.699999999999989,0.13953478827989857,False,True,False
1504,L48683,298.0,308.7,1771,26.2,206,0,0,0,0,0,0,10.699999999999989,0.11631839846504886,False,True,False
1505,L48684,298.0,308.7,1506,47.0,208,0,0,0,0,0,0,10.699999999999989,0.13811411811811547,False,True,False
1506,L48685,298.0,308.7,1626,36.7,210,0,0,0,0,0,0,10.699999999999989,0.12915121208412542,False,True,False
1507,L48686,298.0,308.8,1610,33.7,212,0,0,0,0,0,0,10.800000000000011,0.13167693684662307,False,True,False
1508,M16367,298.0,308.6,1376,55.7,214,0,0,0,0,0,0,10.600000000000023,0.15552314278841367,False,False,True
1509,M16368,298.0,308.6,1507,37.3,217,0,0,0,0,0,0,10.600000000000023,0.14399459588945196,False,False,True
1510,L48689,298.0,308.5,1429,37.7,220,1,1,0,0,0,0,10.5,0.15395370612056955,False,True,False
1511,M16370,298.1,308.7,1547,38.9,0,0,0,0,0,0,0,10.599999999999966,0.0,False,False,True
1512,L48691,298.1,308.7,1642,30.3,3,0,0,0,0,0,0,10.599999999999966,0.0018270390821930073,False,True,False
1513,H30926,298.0,308.7,1503,36.3,5,0,0,0,0,0,0,10.699999999999989,0.003326677760028104,True,False,False
1514,L48693,298.1,308.7,1568,32.9,10,0,0,0,0,0,0,10.599999999999966,0.0063775469530950556,False,True,False
1515,M16374,298.1,308.8,1628,37.6,12,0,0,0,0,0,0,10.699999999999989,0.007371002843364347,False,False,True
1516,M16375,298.2,308.9,1614,35.5,15,0,0,0,0,0,0,10.699999999999989,0.009293674539235106,False,False,True
